Year,Field-Location,RecId,Source,Pedigree,Replicate,Block,Plot,Range,Pass,"LOCAL_CHECK (Yes, No[Blank])",Plot Length Field,Alley Length,Row Spacing,Plot Area,Rows/Plot,Packet/Plot,Kernels/Packet,# Seed,Date Planted,Date Harvested,Anthesis [date],Silking [date],Pollen DAP [days],Silk DAP [days],Plant Height [cm],Ear Height [cm],Stand Count [plants],Root Lodging [plants],Stalk Lodging [plants],Grain Moisture [%],Test Weight [lbs/bu],Plot Weight [lbs],Grain Yield [bu/A],"Plot Discarded [enter ""yes"" or ""blank""]",Comments,"Filler [enter ""filler"" or ""blank""]",[add additional measurements here]
2014,IAH3,2185625,13WJWE:LH198:3841,Z022E0027/LH198,1,2,78,9,77,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,209,90,68,,0,19,56.2,19.36,169.830067,,,,
2014,IAH1a,2184935,13WJWE:LH185:2844,Z022E0042/LH185,2,13,440,45,35,,20,3,30,85,,,,72,5/17/14,10/21/14,7/20/14,7/21/14,64,65,228,110,68,0,0,24.9,48.2,20.88,169.8222695,,,,
2014,ONH2,2215742,GTF-01:42,CG108/CGR01,1,7,235,9,3,,20,3,30,87.5,,,,40,5/27/14,11/29/14,7/23/14,7/23/14,57,57,220,117,68,0,48,19.5,69,20.03,169.6336128,,,,
2014,NEH1,2213018,13WJWE:LH185:2037,M0323/LH185,2,6,206,14,18,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/19/14,7/19/14,64,64,210,102,68,0,1,14.4,60.6,18.82,169.4839065,,,,
2014,NYH1,2214737,13WJWE:CG102:1227,PHN11_LH145_0002/CG102,1,9,244,7,22,,21,4,30,85,,,,80,5/29/14,12/8/14,7/27/14,,59,,243,107,68,0,5,18.6,,19.19,169.1700933,,,,
2014,ILH1,2210455,13WJWE:LH198:3631,Z013E0006/LH198,1,3,43,4,13,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/12/14,7/14/14,67,69,235,122,68,0,0,20.4,55.2,20.17,168.9094889,,,,
2014,IAH1c,2187448,13WJWE:CG102:1227,PHN11_LH145_0002/CG102,2,4,93,30,6,,20,3,30,85,,,,72,5/9/14,10/20/14,7/11/14,7/13/14,63,65,205,100,68,2,0,17,60,18.78,168.809891,,,,
2014,IAH2,2185307,13WJWE:LH185:2079,M0075/LH185,1,4,74,9,71,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,225,61,68,4,2,21.3,55,19.8,168.7579075,,,,
2014,ILH1,2210562,13SAJL:NURSE:0049,B14A/OH43,2,7,209,12,65,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/10/14,7/13/14,65,68,228,109,68,6,0,17.6,53.4,19.45,168.6094452,,,,
2014,ILH1,2210630,13WJWE:LH198:3040,M0024/LH198,2,2,18,2,83,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/13/14,7/14/14,68,69,245,130,68,0,0,16.6,56.1,19.2,168.4621586,,,,
2014,ILH1,2210656,13WJWE:LH198:3142,M0101/LH198,2,2,62,5,85,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/11/14,7/13/14,66,68,222,114,68,0,0,17.8,55.9,19.47,168.3731554,,,,
2014,ONH1,2209900,13WJWE:CG102:1244,PHN11_OH43_0075/CG102,1,2,71,7,9,,22,3,30,97.5,,,,76,5/19/14,11/4/14,7/26/14,7/28/14,68,70,240,135,68,,0,29,63.2,25.11,168.3230456,,,,
2014,IAH2,2185326,13SAJL:NURSE:0171,PHG39/TX205,2,3,84,36,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,255,120,68,8,4,23.1,52,20.18,168.0628449,,,,
2014,NEH1,2212967,13SAJL:NURSE:0189,B73/TX205,2,2,63,10,13,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/20/14,7/20/14,65,65,242,139,68,0,1,19.8,57.1,19.9,167.9045738,,,,
2014,IAH1b,2186966,WE13-195ISO-228-X-POL-195,M0010/LH195,2,11,237,51,17,,20,3,30,85,,,,72,5/17/14,10/20/14,7/26/14,7/26/14,70,70,,,68,0,0,23,52.7,20.13,167.8644413,,,,
2014,IAH2,2185188,13WJWE:LH198:3481,PHN11_OH43_0001/LH198,1,5,140,15,65,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,240,121,68,3,5,19.4,55,19.23,167.8566437,,,,
2014,ONH1,2209799,13WJWE:CG102:1395,Z022E0053/CG102,1,4,105,10,2,,22,3,30,97.5,,,,76,5/19/14,11/4/14,7/31/14,7/31/14,73,73,261,149,68,,1,36.1,63.4,27.8,167.7197372,,,,
2014,NEH1,2213143,13WJWE:LH185:2295,CG65/LH185,2,5,156,13,9,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/9/14,7/9/14,54,54,219,98,68,0,3,13.4,61.1,18.4,167.6373539,,,,
2014,ILH1,2210703,13WJWE:LH198:3820,Z022E0048/LH198,2,5,164,10,55,,20,3,30,87.5,,,,,5/6/14,10/7/14,7/15/14,7/18/14,70,73,225,105,68,0,0,18.7,54.4,19.56,167.2994364,,,,
2014,IAH1b,2186819,13WJWE:LH198:3232,M0287/LH198,1,8,146,17,20,,20,3,30,85,,,,72,5/17/14,10/20/14,7/26/14,7/26/14,70,70,226,128,68,1,3,21.7,54.3,19.72,167.2217954,,,,
2014,IAH1b,2186684,WE13-80ISO-065-X-POL-80,MOG_LH145_0173/PB80,1,7,134,16,21,,20,3,30,85,,,,72,5/17/14,10/20/14,7/24/14,7/25/14,68,69,257,120,68,1,19,23,53.6,20.05,167.1973198,,,,
2014,ILH1,2210502,13WJWE:LH198:3463,PHN11_LH145_0005/LH198,1,5,95,6,37,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/8/14,7/9/14,63,64,212,107,68,0,0,15.7,57.5,18.81,166.8212811,,,,
2014,IAH4,2186242,13WJWE:LH185:2430,MOG_OH43_0170/LH185,1,2,63,8,37,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,250,105,68,0,4,16.7,55.7,18.48,166.7136567,,,,
2014,IAH3,2185755,13WJWE:LH185:2481,PHN11_OH43_0001/LH185,1,5,152,17,83,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,230,100,68,,7,20,53.8,19.24,166.6937297,,,,
2014,IAH4,2186146,13WJWE:LH185:2781,Z022E0006/LH185,1,3,115,13,40,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,216,92,68,10,1,16.9,54.6,18.52,166.6733695,,,,
2014,ONH1,2210035,13WJWE:CG102:1019,M0323/CG102,2,7,214,38,7,,22,3,30,97.5,,,,76,5/19/14,11/4/14,7/29/14,7/30/14,71,72,270,130,68,,0,37.4,61.9,28.13,166.2580125,,,,
2014,IAH2,2185265,13WJWE:LH185:2091,M0154/LH185,1,4,89,10,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,212,120,68,10,3,21.9,54.7,19.65,166.202594,,,,
2014,IAH1a,2184839,13WJWE:LH198:3481,PHN11_OH43_0001/LH198,2,5,145,16,39,,20,3,30,85,,,,72,5/17/14,10/21/14,7/20/14,7/22/14,64,66,231,105,68,0,3,21.8,52.4,19.62,166.1613321,,,,
2014,IAH2,2185432,13WJWE:LH198:3421,MOG_NC230-011-1-1-1-1-B/LH198,2,8,220,49,72,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,255,115,68,3,0,21.3,57.1,19.48,166.030507,,,,
2014,IAH1a,2184220,13WJWE:LH198:3127,M0269/LH198,1,13,436,45,29,,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/24/14,67,68,219,123,68,0,0,20.2,56.8,19.16,165.585615,,,,
2014,IAH1a,2184216,13WJWE:LH198:3109,M0041/LH198,1,13,465,48,29,,20,3,30,85,,,,72,5/17/14,10/21/14,7/24/14,7/24/14,68,68,254,135,68,0,0,20.2,57.4,19.16,165.585615,,,,
2014,IAH1b,2185071,WE13-80ISO-204-X-POL-80,M0310/PB80,1,11,229,25,23,,20,3,30,85,,,,72,5/17/14,10/20/14,7/22/14,7/25/14,66,69,206,99,68,0,0,20.2,54.9,19.12,165.2399247,,,,
2014,IAH2,2185161,13WJWE:LH198:3391,MOG_LH145_0173/LH198,1,5,158,17,67,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,265,155,68,8,4,19,58.4,18.81,165.0053492,,,,
2014,IAH3,2167361,13WJWE:LH198:3121,M0083/LH198,1,6,211,23,84,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,216,100,68,,2,19.6,56.4,18.95,165.0021003,,,,
2014,IAH1a,2184482,13WJWE:LH185:2703,Z013E0059/LH185,1,11,354,37,31,,20,3,30,85,,,,72,5/17/14,10/21/14,7/26/14,7/26/14,70,70,204,92,68,0,0,25.5,51.6,20.42,164.7540957,,,,
2014,IAH1c,2187234,13WJWE:CG102:1230,PHN11_LH145_0062/CG102,1,3,51,7,12,,20,3,30,85,,,,72,5/9/14,10/20/14,7/11/14,7/14/14,63,66,200,90,68,0,0,16.7,58.3,18.26,164.7289703,,,,
2014,IAH1b,2186874,WE13-80ISO-112-X-POL-80,Z013E0027/PB80,2,8,161,44,16,,20,3,30,85,,,,72,5/17/14,10/20/14,7/27/14,7/28/14,71,72,212,105,68,2,4,26.3,52.4,20.62,164.5812506,,,,
2014,IAH1a,2184988,13WJWE:LH185:2583,TX204/LH185,2,7,238,25,37,,20,3,30,85,,,,72,5/17/14,10/21/14,7/21/14,7/24/14,65,68,183,75,68,0,0,22.1,52.8,19.5,164.5115061,,,,
2014,IAH3,2167396,13WJWE:LH198:3043,M0058/LH198,1,6,226,24,80,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,225,110,68,,1,20.1,55.7,19.01,164.4951529,,,,
2014,GAH1,2219657,LOCAL_CHECK,DKC 69-72,1,2,40,3,6,Yes,20,6,36,84,,,,72,4/4/14,9/11/14,6/16/14,6/16/14,73,73,210,90,68,0,0,15.5,67.5,17.74,164.2760203,,,,
2014,IAH4,2168516,GTF-01:05,LH198/CGR01,1,7,247,26,41,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,216,112,68,0,6,15.8,58.4,18.01,164.2290624,,,,
2014,IAH1c,2187310,13WJWE:CG102:1061,M0083/CG102,2,2,42,25,8,,20,3,30,85,,,,72,5/9/14,10/20/14,7/14/14,7/16/14,66,68,215,95,68,0,0,18.7,55.5,18.65,164.2077275,,,,
2014,IAH4,2186299,13SAJL:NURSE:0019,F42/C103,2,1,40,31,41,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,255,128,68,0,4,20.6,55.7,19.08,164.067697,,,,
2014,IAH2,2185276,13WJWE:LH185:2244,M0088/LH185,1,4,122,14,66,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,243,101,68,1,3,21.6,54,19.21,163.105136,,,,
2014,IAH2,2185364,13WJWE:LH198:3133,M0326/LH198,2,7,180,45,72,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,245,130,68,4,1,18.7,58.8,18.52,163.063116,,,,
2014,IAH2,2185162,13WJWE:LH198:3502,PHN11_PHG47_0048/LH198,1,5,164,18,68,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,230,125,68,5,0,20,56.3,18.77,162.6216895,,,,
2014,WIH1,2216483,13WJWE:LH198:3847,Z022E0046/LH198,1,3,61,8,3,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/26/14,7/27/14,78,79,223,108,68,0,0,21.7,55,24.23,162.4612711,,,,
2014,IAH1a,2184608,13SAJL:NURSE:0181,LH74/TX205,2,11,384,40,38,,20,3,30,85,,,,72,5/17/14,10/21/14,7/21/14,7/22/14,65,66,218,107,68,0,17,20,53,18.74,162.3617721,,,,
2014,ONH1,2209735,GTF-01:54,CG118/CG44,1,7,231,19,5,,22,3,30,97.5,,,,76,5/19/14,11/4/14,7/23/14,7/23/14,65,65,225,102,68,,0,24.7,66.5,22.82,162.2367118,,,,
2014,ONH1,2210152,13WJWE:CG102:1229,PHN11_LH145_0085/CG102,2,5,127,31,5,,22,3,30,97.5,,,,76,5/19/14,11/4/14,7/26/14,7/26/14,68,68,240,129,68,,1,26.9,66.9,23.48,162.0518483,,,,
2014,IAH1b,2186797,WE13-195ISO-246-X-POL-195,MOG_MO45-074-1-1-1-1-B/LH195,1,10,182,21,16,,20,3,30,85,,,,72,5/17/14,10/20/14,7/26/14,7/26/14,70,70,220,110,68,0,3,25.8,52.3,20.13,161.7602798,,,,
2014,IAH4,2186336,13WJWE:LH185:2127,M0269/LH185,2,4,93,36,35,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,228,90,68,0,0,15.9,52.9,17.73,161.4837926,,,,
2014,ILH1,2210427,13WJWE:LH198:3799,Z022E0110/LH198,1,1,25,3,39,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/10/14,7/11/14,65,66,226,112,68,0,0,17.9,54.3,18.69,161.4312243,,,,
2014,TXH2,2219231,WE13-195ISO-331-X-POL-195,MOG_MO45-085-1-1-1-1-B/LH195,1,9,234,13,7,,20,2,30,90,,,,,4/23/14,9/30/14,7/16/14,7/17/14,84,85,194,82,68,0,0,16.4,60.7,18.81,160.8406052,,,,
2014,TXH2,2219360,LOCAL_CHECK,LOCALCHECK TX2,2,4,98,19,3,Yes,20,2,30,90,,,,,4/23/14,9/30/14,7/11/14,7/12/14,79,80,187,78,68,0,0,16.2,61.1,18.59,159.3397142,,,,
2014,IAH1b,2186822,WE13-80ISO-204-X-POL-80,M0310/PB80,2,2,44,32,19,,20,3,30,85,,,,72,5/17/14,10/20/14,7/25/14,7/25/14,69,69,210,117,68,0,0,23.1,53.7,19.11,159.1516832,,,,
2014,IAH2,2185130,13WJWE:LH198:3043,M0058/LH198,1,2,58,7,67,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,210,110,68,2,21,20.9,57.6,18.55,158.9075774,,,,
2014,IAH1b,2186826,WE13-80ISO-171-X-POL-80,M0276/PB80,2,2,18,28,16,,20,3,30,85,,,,72,5/17/14,10/20/14,7/22/14,7/24/14,66,68,204,95,68,7,2,22.1,54.3,18.82,158.7746946,,,,
2014,IAH1a,2184848,13WJWE:LH198:3475,PHN11_LH145_0062/LH198,2,5,154,17,41,,20,3,30,85,,,,72,5/17/14,10/21/14,7/19/14,7/20/14,63,64,200,88,68,0,0,18.5,56.9,17.96,158.5214916,,,,
2014,IAH1b,2186873,WE13-80ISO-176-X-POL-80.2,Z013E0021/PB80,2,8,145,42,20,,20,3,30,85,,,,72,5/17/14,10/20/14,7/29/14,7/30/14,73,74,208,118,68,0,0,23.2,53.5,19.04,158.3625088,,,,
2014,IAH1b,2186893,WE13-80ISO-274-X-POL-80,Z013E0073/PB80,2,8,150,43,24,,20,3,30,85,,,,72,5/17/14,10/20/14,7/29/14,8/1/14,73,76,213,100,68,0,0,24.5,52.1,19.34,158.1348644,,,,
2014,TXH1,2218867,WE13-195ISO-418-X-POL-195.2,Z013E0044/LH195,2,7,173,16,15,,25,4,30,105,,,,47,3/1/14,8/21/14,5/27/14,5/26/14,87,86,193,84,68,,,11.9,58.4,20.45,157.9512461,,,,
2014,IAH4,2186166,13WJWE:LH185:2742,Z013E0090/LH185,1,5,181,20,35,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,242,100,68,0,4,23.5,55,19.01,157.4953592,,,,
2014,IAH1a,2185057,13WJWE:LH198:3175,M0297/LH198,2,1,10,2,44,,20,3,30,85,,,,72,5/17/14,10/21/14,7/24/14,7/28/14,68,72,230,110,68,0,0,21.8,54.8,18.57,157.2689061,,,,
2014,TXH2,2219169,WE13-195ISO-295-X-POL-195,M0382/LH195,1,4,96,6,16,,20,2,30,90,,,,,4/23/14,9/30/14,7/14/14,7/15/14,82,83,205,73,68,0,0,16.9,60.3,18.5,157.2437446,,,,
2014,NEH1,2213151,13WJWE:LH185:2571,TX772/LH185,2,5,167,13,20,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/21/14,7/17/14,66,62,218,100,68,0,10,21,56.9,18.91,157.1642274,,,,
2014,ONH1,2210101,13SAJL:NURSE:0139,B73/PHG35,2,8,226,39,10,,22,3,30,97.5,,,,76,5/19/14,11/4/14,8/9/14,8/9/14,82,82,270,135,68,,4,42.2,61.6,28.75,156.893231,,,,
2014,IAH4,2186279,13SAJL:NURSE:0133,LH74/PHG35,2,1,1,27,35,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,235,120,68,0,8,15.7,57.2,17.18,156.8465402,,,,
2014,IAH1a,2184251,13WJWE:LH198:3820,Z022E0048/LH198,1,3,37,5,28,,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/23/14,67,67,228,106,68,0,0,19.5,54.3,17.97,156.6636233,,,,
2014,IAH1b,2186757,WE13-195ISO-149-X-POL-195,TX303/LH195,1,2,27,5,21,,20,3,30,85,,,,72,5/17/14,10/20/14,,,,,252,124,68,0,3,29.3,51.8,20.46,156.6568005,,,,
2014,TXH2,2219284,13SAJL:NURSE:0103,PHW52/PHM49,2,1,10,15,11,,20,2,30,90,,,,,4/23/14,9/30/14,7/7/14,7/9/14,75,77,178,64,68,0,1,16.4,61.7,18.26,156.1376635,,,,
2014,IAH4,2168553,GTF-01:45,CG118/CGR01,1,7,243,26,37,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,260,145,68,1,1,17.4,57,17.43,155.9199345,,,,
2014,NYH1,2214808,13WJWE:CG102:1058,M0052/CG102,2,5,172,12,24,,21,4,30,85,,,,80,5/29/14,12/8/14,7/31/14,,63,,264,129,68,3,0,17.6,,17.46,155.8101194,,,,
2014,IAH1a,2184301,13WJWE:LH198:3682,Z013E0045/LH198,1,5,130,14,34,,20,3,30,85,,,,72,5/17/14,10/21/14,7/28/14,7/29/14,72,73,246,117,68,0,3,26.8,51.6,19.64,155.6957557,,,,
2014,IAH3,2185630,13WJWE:LH198:3814,Z022E0017/LH198,1,2,83,10,77,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,219,116,68,,3,17.5,55,17.41,155.5524762,,,,
2014,MNH1,2235858,13WJWE:CG102:1152,MO44_LH145_0138/CG102,2,1,35,9,28,,28,6,30,110,,,,40,5/16/14,10/16/14,7/23/14,7/25/14,68,70,213,101,68,1,0,22.1,58,23.83,155.3502476,,,,
2014,WIH1,2216641,13WJWE:LH198:3157,M0151/LH198,2,6,207,22,19,,24,3,30,107.5,,,,80,5/9/14,10/28/14,7/26/14,7/27/14,78,79,240,122,68,0,0,22.3,55.5,23.33,155.2281309,,,,
2014,IAH4,2168599,13WJWE:LH185:2238,M0099/LH185,1,1,47,6,41,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,259,106,68,10,2,19.1,55,17.69,154.9888885,,,,
2014,NEH1,2213163,13WJWE:LH185:2328,MO44_PHG47_0072/LH185,2,3,82,11,9,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/11/14,7/11/14,56,56,210,90,68,0,1,14.1,60.6,17.14,154.8955936,,,,
2014,IAH4,2186247,13WJWE:LH185:2358,MOG_LH123HT-014-1-1-1-1-B/LH185,1,2,108,12,42,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,247,92,68,0,1,18.1,55.2,17.45,154.7759728,,,,
2014,IAH1b,2186996,WE13-195ISO-418-X-POL-195.2,Z013E0044/LH195,2,1,9,28,23,,20,3,30,85,,,,72,5/17/14,10/20/14,7/31/14,7/31/14,75,75,225,120,68,0,0,26.8,52.6,19.51,154.665183,,,,
2014,TXH1,2218848,WE13-195ISO-132-X-POL-195,Z022E0077/LH195,2,10,251,18,23,,25,4,30,105,,,,47,3/1/14,8/21/14,5/24/14,5/23/14,84,83,175,79,68,,,11.2,58.6,19.86,154.6130138,,,,
2014,ILH1,2210432,13WJWE:LH198:3862,Z022E0160/LH198,1,1,31,3,27,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/12/14,7/13/14,67,68,209,110,68,0,0,20,54,18.37,154.6088056,,,,
2014,IAH3,2185675,13WJWE:LH198:3466,PHN11_LH145_0028/LH198,1,1,43,6,77,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,223,115,68,,1,16.7,55.4,17.1,154.2642603,,,,
2014,IAH1a,2184667,13WJWE:LH198:3055,M0266/LH198,2,6,175,19,40,,20,3,30,85,,,,72,5/17/14,10/21/14,7/23/14,7/26/14,67,70,230,100,68,0,1,19.9,54.5,17.78,154.2369689,,,,
2014,TXH1,2218853,WE13-195ISO-130-X-POL-195,Z022E0147/LH195,2,10,247,18,19,,25,4,30,105,,,,47,3/1/14,8/21/14,5/25/14,5/25/14,85,85,196,89,68,,,12,59.6,19.96,153.9916048,,,,
2014,IAH1a,2184754,13WJWE:LH198:3631,Z013E0006/LH198,2,4,77,9,38,,20,3,30,85,,,,72,5/17/14,10/21/14,7/22/14,7/29/14,66,73,211,102,68,0,0,23.3,54.3,18.53,153.9199779,,,,
2014,NEH1,2212944,13WJWE:LH185:2361,MOG_LH123HT-031-1-1-1-1-B/LH185,1,7,223,8,2,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/14/14,7/18/14,59,63,230,108,68,0,4,17.1,58.6,17.62,153.6722735,,,,
2014,NYH1,2214788,GTF-01:50,CG110/LH82,2,8,221,13,36,,21,4,30,85,,,,80,5/29/14,12/8/14,7/29/14,,61,,205,98,68,0,1,17.6,,17.21,153.5791612,,,,
2014,IAH3,2185617,13WJWE:LH198:3817,Z022E0023/LH198,1,2,75,9,80,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,226,95,68,,1,21,55.1,17.94,153.4877569,,,,
2014,TXH1,2218728,WE13-80ISO-016-X-POL-80,Z022E0006/PB80,2,6,145,15,18,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/22/14,82,82,178,91,68,,,12,57.2,19.88,153.374404,,,,
2014,NYH1,2214973,13WJWE:CG102:1232,PHN11_LH145_0028/CG102,2,3,43,9,6,,21,4,30,85,,,,80,5/29/14,12/8/14,7/27/14,,59,,234,92,68,0,0,16.6,,16.94,153.0043104,,,,
2014,IAH1b,2186640,WE13-80ISO-272-X-POL-80,Z022E0017/PB80,1,1,19,4,16,,20,3,30,85,,,,72,5/17/14,10/20/14,7/22/14,7/25/14,66,69,224,83,68,0,0,21.5,54,17.99,152.9413887,,,,
2014,MNH1,2235667,13SJWE:BREED:2446/2996,LH132/LH51,2,3,104,11,39,,28,6,30,110,,,,40,5/16/14,10/16/14,7/30/14,7/31/14,75,76,217,106,68,6,0,26.7,54.8,24.87,152.556322,,,,
2014,IAH4,2186312,13WJWE:LH198:3175,M0297/LH198,2,3,85,36,43,,20,3,30,85,,,,72,5/19/14,10/28/14,,,,,240,130,68,0,1,17.2,57.5,16.92,151.7242169,,,,
2014,NYH1,2214842,13WJWE:CG102:1107,M0172/CG102,2,5,171,12,23,,21,4,30,85,,,,80,5/29/14,12/8/14,7/31/14,,63,,255,126,68,1,1,17.4,,16.96,151.715553,,,,
2014,IAH3,2185988,13WJWE:LH185:2460,PHN11_LH145_0003/LH185,2,2,46,32,83,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,220,65,68,,0,17.4,56.1,16.95,151.6260981,,,,
2014,NYH1,2214600,13WJWE:LH198:3820,Z022E0048/LH198,1,2,53,2,16,,21,4,30,85,,,,80,5/29/14,12/8/14,8/8/14,,71,,249,108,68,0,4,19.6,,17.4,151.5058863,,,,
2014,IAH2,2185353,13WJWE:LH198:3121,M0083/LH198,2,7,182,45,74,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,228,95,68,0,0,20.5,57.4,17.59,151.4457803,,,,
2014,IAH1a,2185054,13WJWE:LH185:2433,MOG_OH43_0367/LH185,2,9,297,31,38,,20,3,30,85,,,,72,5/17/14,10/21/14,7/20/14,7/22/14,64,66,204,79,68,0,2,24.9,49.2,18.56,150.9531285,,,,
2014,IAH1a,2184975,13WJWE:LH185:2622,W10005_0107/LH185,2,7,222,24,36,,20,3,30,85,,,,72,5/17/14,10/21/14,7/20/14,7/23/14,64,67,170,80,68,0,0,20.6,53.1,17.49,150.3953889,,,,
2014,TXH1,2218800,WE13-80ISO-229-X-POL-80,MOG_PHG83-224-1-1-1-1-B/PB80,2,5,141,15,22,,25,4,30,105,,,,47,3/1/14,8/21/14,5/19/14,5/20/14,79,80,208,109,68,,,11.3,56.7,19.3,150.0841274,,,,
2014,ILH1,2210338,13SAJL:NURSE:0037,WF9/MO17,1,6,179,10,45,,20,3,30,87.5,,,,,5/6/14,9/30/14,7/11/14,7/14/14,66,69,234,118,68,25,0,20,52.1,17.79,149.7273082,,,,
2014,MNH1,2235850,13WJWE:CG102:1227,PHN11_LH145_0002/CG102,2,1,34,9,29,,28,6,30,110,,,,40,5/16/14,10/16/14,7/22/14,7/24/14,67,69,190,92,68,2,1,28.9,53.4,25.09,149.2865604,,,,
2014,TXH1,2218714,WE13-80ISO-388-X-POL-80,M0056/PB80,2,4,75,13,18,,25,4,30,105,,,,47,3/1/14,8/21/14,5/22/14,5/23/14,82,83,196,102,68,,,11.8,58.3,19.29,149.160781,,,,
2014,IAH1c,2187445,13WJWE:CG102:1227,PHN11_LH145_0002/CG102,2,4,128,34,11,,20,3,30,85,,,,72,5/9/14,10/20/14,7/11/14,7/13/14,63,65,185,80,68,1,0,16.4,57.4,16.46,149.0254073,,,,
2014,GAH1,2220066,WE13-195ISO-403-X-POL-195.2,Z013E0046/LH195,2,8,217,24,4,,20,6,36,84,,,,72,4/4/14,9/11/14,6/16/14,6/16/14,73,73,220,90,68,0,0,16.4,71.4,16.26,148.9672044,,,,
2014,IAH1b,2186696,WE13-80ISO-064-X-POL-80,MOG_LH145_0175/PB80,1,7,129,15,23,,20,3,30,85,,,,72,5/17/14,10/20/14,7/23/14,7/25/14,67,69,221,119,68,0,22,21.3,56.6,17.47,148.8990224,,,,
2014,IAH2,2185209,13WJWE:LH198:3667,Z013E0034/LH198,1,7,212,23,73,,20,3,30,85,,,,72,5/16/14,10/26/14,,,,,234,120,68,16,0,24.5,53.8,18.2,148.8135746,,,,
2014,MNH1,2235814,13WJWE:CG102:1253,PHN11_PHG47_0048/CG102,2,1,54,9,9,,28,6,30,110,,,,40,5/16/14,10/16/14,7/22/14,7/24/14,67,69,181,73,68,0,0,24.3,56.6,23.48,148.7457007,,,,
2014,IAH3,2185622,13WJWE:LH198:3829,Z022E0105/LH198,1,2,65,8,79,,20,3,30,85,,,,72,5/20/14,11/1/14,,,,,232,115,68,,2,20.4,55.2,17.24,148.6190697,,,,
2014,NYH1,2214777,13SAJL:NURSE:0079,B37/H95,2,8,205,13,20,,21,4,30,85,,,,80,5/29/14,12/8/14,8/7/14,,70,,270,138,68,0,9,20.3,,17.21,148.5468343,,,,
2014,NEH1,2213105,13WJWE:LH185:2718,Z013E0072/LH185,2,7,239,15,18,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/18/14,7/20/14,63,65,221,102,68,0,6,18.3,58,17.27,148.4394977,,,,
2014,IAH1b,2186892,WE13-80ISO-090-X-POL-80,Z013E0019/PB80,2,8,167,44,22,,20,3,30,85,,,,72,5/17/14,10/20/14,7/26/14,7/26/14,70,70,212,138,68,3,30,26.5,52.3,18.59,147.9758823,,,,
2014,NEH1,2212980,13SAJL:NURSE:0139,B73/PHG35,2,2,66,10,10,,20,3,30,87.5,,,,76,5/16/14,10/22/14,7/16/14,7/17/14,61,62,221,122,68,0,1,16.1,59.2,16.76,147.9350412,,,,
2014,MNH1,2235737,13WJWE:CG102:1026,M0186/CG102,2,7,204,13,19,,28,6,30,110,,,,40,5/16/14,10/16/14,7/26/14,7/28/14,71,73,201,95,68,7,2,29.4,53.2,24.99,147.6459053,,,,
